Title,Genre,Actors,Recom
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,"Action, Adventure, Comedy","Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, Jurnee Smollett, Ewan McGregor, Ella Jay Basco, Chris Messina, Ali Wong, David Ury, Sara Montez, Izabel Pakzad, Daniel Bernhardt, Kc Strubbe, Jacky Shu, Paloma Esparza Rabinov, Derek Wilson, Joe Bucaro III, James Henry Williams Jr.","Suicide Squad, The Suicide Squad, Shazam!, Wonder Woman, Aquaman, Wonder Woman 1984, Batman v Superman: Dawn of Justice, Justice League, Zack Snyder's Justice League, Man of Steel, Batman v Superman: Dawn of Justice Ultimate Edition, Venom"
Wonder Woman,"Action, Adventure, Fantasy","Gal Gadot, Chris Pine, Robin Wright, Lucy Davis, Connie Nielsen, Danny Huston, David Thewlis, Saïd Taghmaoui, Ewen Bremner, Eugene Brave Rock, Elena Anaya, Lilly Aspell, Lisa Loven Kongsli, Ann Wolfe, Ann Ogbomo, Emily Carey, James Cosmo, Wolf Kahler","Aquaman, Shazam!, Man of Steel, Batman v Superman: Dawn of Justice, Wonder Woman 1984, Justice League, Zack Snyder's Justice League, Ant-Man, Guardians of the Galaxy Vol. 2, Ant-Man and the Wasp, Captain America: The Winter Soldier, Deadpool 2"
Aquaman,"Action, Adventure, Fantasy","Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Nicole Kidman, Dolph Lundgren, Yahya Abdul-Mateen II, Temuera Morrison, Ludi Lin, Michael Beach, Randall Park, Graham McTavish, Leigh Whannell, Tainui Kirkwood, Tamor Kirkwood, Denzel Quirke, Kaan Guldur, Otis Dhanji","Wonder Woman, Shazam!, Man of Steel, Batman v Superman: Dawn of Justice, Zack Snyder's Justice League, Justice League, Aquaman and the Lost Kingdom, Batman v Superman: Dawn of Justice Ultimate Edition, Deadpool 2, Venom, The Suicide Squad, Ant-Man"
Shazam!,"Action, Adventure, Comedy","Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, Adam Brody, Djimon Hounsou, Faithe Herman, Meagan Good, Grace Caroline Currey, Michelle Borth, Ian Chen, Ross Butler, Jovan Armand, D.J. Cotrona, Marta Milans, Cooper Andrews, Ethan Pugiotto, John Glover","Aquaman, Wonder Woman, Man of Steel, Batman v Superman: Dawn of Justice, Zack Snyder's Justice League, Shazam! Fury of the Gods, Deadpool 2, Batman v Superman: Dawn of Justice Ultimate Edition, The Suicide Squad, Justice League, Ant-Man, Ant-Man and the Wasp"
Batman v Superman: Dawn of Justice,"Action, Adventure, Sci-Fi","Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg, Diane Lane, Laurence Fishburne, Jeremy Irons, Holly Hunter, Gal Gadot, Scoot McNairy, Callan Mulvey, Tao Okamoto, Brandon Spink, Lauren Cohan, Alan D. Purwin, Mark Edward Taylor, Hugh Maguire, Michael Shannon","Man of Steel, Batman v Superman: Dawn of Justice Ultimate Edition, Justice League, Zack Snyder's Justice League, Wonder Woman, Aquaman, Shazam!, Suicide Squad, The Suicide Squad, Captain America: Civil War, Captain America: The Winter Soldier, Avengers: Age of Ultron"
Man of Steel,"Action, Adventure, Sci-Fi","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane, Russell Crowe, Antje Traue, Harry Lennix, Richard Schiff, Christopher Meloni, Kevin Costner, Ayelet Zurer, Laurence Fishburne, Dylan Sprayberry, Cooper Timberline, Richard Cetrone, Mackenzie Gray, Julian Richings, Mary Black","Batman v Superman: Dawn of Justice, Zack Snyder's Justice League, Wonder Woman, Aquaman, Shazam!, Batman v Superman: Dawn of Justice Ultimate Edition, Justice League, X-Men: Days of Future Past, Captain America: The Winter Soldier, Iron Man Three, Superman Returns, Ant-Man"
Justice League,"Action, Adventure, Fantasy","Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller, Henry Cavill, Amy Adams, Ray Fisher, Jeremy Irons, Diane Lane, Connie Nielsen, J.K. Simmons, Ciarán Hinds, Amber Heard, Joe Morton, Lisa Loven Kongsli, Ingvar Sigurdsson, David Thewlis, Sergi Constance","Batman v Superman: Dawn of Justice, Zack Snyder's Justice League, Man of Steel, Wonder Woman, Aquaman, Shazam!, Suicide Squad, Batman v Superman: Dawn of Justice Ultimate Edition, Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn, Venom, The Suicide Squad, Wonder Woman 1984"
Venom,"Action, Adventure, Sci-Fi","Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott, Jenny Slate, Melora Walters, Woody Harrelson, Peggy Lu, Malcolm C. Murray, Sope Aluko, Wayne Pére, Michelle Lee, Kurt Yue, Chris O'Hara, Emilio Rivera, Amelia Young, Ariadne Joseph","Venom: Let There Be Carnage, Spider-Man: Homecoming, The Amazing Spider-Man, The Amazing Spider-Man 2, Spider-Man: Far from Home, Spider-Man 3, Spider-Man, Spider-Man 2, Deadpool 2, Ant-Man, Doctor Strange, Ant-Man and the Wasp"
Batman v Superman: Dawn of Justice Ultimate Edition,"Action, Adventure, Sci-Fi","Amy Adams, Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Jeremy Irons, Diane Lane, Ezra Miller","Batman v Superman: Dawn of Justice, Zack Snyder's Justice League, Man of Steel, Aquaman, Wonder Woman, Shazam!, Justice League, The Batman: Deleted Arkham Scene, The Suicide Squad, Watchmen, Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn, Suicide Squad"
The Hitman's Bodyguard,"Action, Comedy, Crime","Ryan Reynolds, Samuel L. Jackson, Gary Oldman, Elodie Yung, Tsuwayuki Saotome, Roy Hill, Richard E. Grant, Rod Hallett, Yuri Kolokolnikov, Nadia Konakchieva, Valentin Stojanov, Noortje Herlaar, Georgie Glen, Michael Gor, Barry Atsma, Ralitsa Vassileva, Abigail McLoughlin, Bradley John","Hitman's Wife's Bodyguard, The Hitman's Bodyguard: The Hitman vs. The Bodyguard, 6 Underground, The Hitman's Bodyguard: Dangerous Women, Central Intelligence, Fast & Furious Presents: Hobbs & Shaw, Red Notice, Shaft, Extraction, Kingsman: The Golden Circle, The Hitman's Bodyguard: Alternate Scenes, Jumanji: Welcome to the Jungle"
The Hitman's Bodyguard: The Hitman vs. The Bodyguard,Short,"Mark Christopher Collins, James Grogan, Samuel L. Jackson, Ryan Reynolds, Janny Smits","The Hitman's Bodyguard: Dangerous Women, Hitman's Wife's Bodyguard, As Above, So Below: The Underworld of 'John Wick', The Hitman's Bodyguard, We're the Millers: The Miller Makeovers, Fantastic Beasts and Where to Find Them: Newt, John Wick: Don't F*#% with John Wick, Training 'John Wick', Jason Bourne: Bringing Back Bourne, 6 Underground, Fantastic Beasts and Where to Find Them: Before Harry Potter, The Maze Runner: Finding the Gang"
The Hitman's Bodyguard: Dangerous Women,Short,"Salma Hayek, Patrick Hughes, Samuel L. Jackson, Tom O'Connor, Ryan Reynolds, Les Weldon, Elodie Yung","The Hitman's Bodyguard: The Hitman vs. The Bodyguard, As Above, So Below: The Underworld of 'John Wick', John Wick: Don't F*#% with John Wick, Fantastic Beasts and Where to Find Them: Newt, Jason Bourne: Bringing Back Bourne, We're the Millers: The Miller Makeovers, Training 'John Wick', John Wick: Chapter 3 - Parabellum: HBO First Look, Hitman's Wife's Bodyguard, Making 'The Matrix', The Hitman's Bodyguard, The Adam Project"
6 Underground,"Action, Thriller","Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy, Adria Arjona, Dave Franco, Corey Hawkins, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold, Lídia Franco, James Murray, Lukhanyo Bele, George Kareman, James Carroll Jordan, Ron Funches, Daniel Adegboyega","Extraction, The Old Guard, Red Notice, Spenser Confidential, Project Power, The Hitman's Bodyguard: The Hitman vs. The Bodyguard, The Hitman's Bodyguard, The Adam Project, Triple Frontier, Bright, Hitman's Wife's Bodyguard, The Hitman's Bodyguard: Dangerous Women"
The Hitman's Bodyguard: Alternate Scenes,"Short, Action, Comedy","Salma Hayek, Samuel L. Jackson, Gary Oldman, Ryan Reynolds, Elodie Yung","The Hitman's Bodyguard: Extended Scenes, The Hitman's Bodyguard, Hitman's Wife's Bodyguard, The Hitman's Bodyguard: A Love Story, The Hitman's Bodyguard: Deleted Scenes, The Hitman's Bodyguard: The Hitman vs. The Bodyguard, The Hitman's Bodyguard: Dangerous Women, The Man from Toronto, Central Intelligence, 6 Underground, Extraction, Signs"
The Old Guard,"Action, Thriller","Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari, Luca Marinelli, Chiwetel Ejiofor, Harry Melling, Veronica Ngo, Natacha Karam, Mette Narrative, Anamaria Marinca, Micheal Ward, Shala Nyx, Majid Essaidi, Joey Ansah, Andrei Zayats, Olivia Ross, Peter Basham","Extraction, 6 Underground, Project Power, Bright, The Old Guard 2, Triple Frontier, Spenser Confidential, Enola Holmes, Kate, Fast & Furious Presents: Hobbs & Shaw, Red Notice, Atomic Blonde"
Extraction,"Action, Thriller","Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal, Shivam Vichare, Piyush Khati, Sara Rumao, Randeep Hooda, Aarti Kulkarni, Umakant Patil, Praveen Indu, Swapnil Kokam, Pankaj Tripathi, Neha Mahajan, Pallas Prajapati, Shazia Naz Gill, Rob Collins, Wayne Blair","6 Underground, The Old Guard, Triple Frontier, Extraction 2, Project Power, Spenser Confidential, Bright, John Wick: Chapter 3 - Parabellum, Fast & Furious Presents: Hobbs & Shaw, Red Notice, Jumanji: The Next Level, Jumanji: Welcome to the Jungle"
Spenser Confidential,"Action, Comedy, Drama","Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger, Michael Gaston, Bokeem Woodbine, Marc Maron, James DuMont, Post Malone, Colleen Camp, Hope Olaidé Wilson, Kip Weeks, Brandon Scales, Ayana Brown, Dustin Tucker, Josh Cronin, Alfred Briere, Rebecca Gibel","6 Underground, Extraction, Project Power, Triple Frontier, The Old Guard, Bright, Mile 22, Shaft, 2 Guns, Patriots Day, Central Intelligence, Deepwater Horizon"
Project Power,"Action, Crime, Sci-Fi","Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro, Courtney B. Vance, Amy Landecker, Colson Baker, Tait Fletcher, Allen Maldonado, Andrene Ward-Hammond, Kyanna Simone, C.J. LeBlanc, CG Lewis, Joseph Poliquin, Jazzy De Lisser, Cory DeMeyers, Casey Neistat, Azhar Khan","The Old Guard, Bright, Extraction, 6 Underground, Spenser Confidential, Triple Frontier, Project Power, Shaft, Outside the Wire, Love and Monsters, Bad Boys for Life, Kate"
Triple Frontier,"Action, Thriller","Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund, Pedro Pascal, Adria Arjona, Jeovanny Rodriguez, Juan Camilo Castillo, Reynaldo Gallegos, Madeline 'Maddy' Wary, Johan Ochoa, Francisco Martinez, Pablo Cesar Sanchez, Kevin Vasquez, Jose Rodriguez, Enzo Morales, Herberto Borjas, Johan Rivera Zumaqué","Extraction, 6 Underground, The Old Guard, Spenser Confidential, Project Power, 12 Strong, Bright, Den of Thieves, 13 Hours: The Secret Soldiers of Benghazi, Lone Survivor, The Connection, True History of the Kelly Gang"
Shaft,"Action, Comedy, Crime","Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall, Alexandra Shipp, Matt Lauria, Titus Welliver, Method Man, Isaach De Bankolé, Avan Jogia, Luna Lauren Velez, Robbie Jones, Aaron Dominguez, Ian Casselberry, Almeera Jiwa, Amato D'Apolito, Leland L. Jones, Jalyn Hall","Shaft, Spenser Confidential, Project Power, The Hitman's Bodyguard, Bad Boys for Life, 6 Underground, The Old Guard, Bright, Ride Along, Central Intelligence, Bad Boys II, Fast & Furious Presents: Hobbs & Shaw"
2 Guns,"Action, Thriller","Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Edward James Olmos, Robert John Burke, James Marsden, Greg Sproles, Fred Ward, Patrick Fischler, Derek Solorsano, Edgar Arreola, Kyle Clements, Christopher Matthew Cook, Tim Bell, Tait Fletcher, Azure Parsons, John McConnell","Safe House, The Equalizer, The Equalizer 2, The Taking of Pelham 123, Deja Vu, The Book of Eli, Man on Fire, Four Brothers, Unstoppable, Shooter, Inside Man, Flight"
Patriots Day,"Action, Crime, Drama","Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman, Dicky Eklund Jr., Michael Marchand, Rhet Kidd, Frank Czarnowski, Chris O'Shea, Rachel Brosnahan, Jake Picking, Lana Condor, Jerry Dwyer Jr., Patrick Wensing, Michael Chuah, Sang-bae Kim, Jimmy O. Yang, Ping Ping Yang","Deepwater Horizon, Lone Survivor, Mile 22, Shooter, Spenser Confidential, Four Brothers, Patriots Day: The City of Boston, 13 Hours: The Secret Soldiers of Benghazi, Patriot Day, Pain & Gain, 2 Guns, Contraband"
Deepwater Horizon,"Action, Drama, History","Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont, Joe Chrest, Gina Rodriguez, Brad Leland, John Malkovich, David Maldonado, JD Evermore, Ethan Suplee, Jason Pine, Jason Kirkpatrick, Robert Walker Branchaud, Dylan O'Brien, Jonathan Angel, Bill McMullen, Jeremy Sande","Patriots Day, Lone Survivor, Deep Water Horizon, Shooter, 12 Strong, 13 Hours: The Secret Soldiers of Benghazi, Everest, Olympus Has Fallen, Captain Phillips, Four Brothers, American Sniper, 2 Guns"
Safe House,"Action, Thriller","Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga, Brendan Gleeson, Sam Shepard, Rubén Blades, Nora Arnezeder, Liam Cunningham, Joel Kinnaman, Fares Fares, Jenna Dover, Stephen Rider, Daniel Fox, Tracie Thoms, Sara Arrington, Kenneth Fok, Bryan van Niekerk","2 Guns, The Taking of Pelham 123, The Equalizer, The Equalizer 2, Man on Fire, Deja Vu, The Book of Eli, Inside Man, Unstoppable, Flight, Safe House 2, Training Day"
The Equalizer,"Action, Crime, Thriller","Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour, Haley Bennett, Bill Pullman, Melissa Leo, David Meunier, Johnny Skourtis, Alex Veadov, Vladimir Kulich, E. Roger Mitchell, James Wilcox, Mike O'Dea, Anastasia Mousis Sanidopoulos, Allen Maldonado, Rhet Kidd, Mike Morrell","The Equalizer 2, Man on Fire, The Book of Eli, 2 Guns, Training Day, Safe House, Flight, The Equalizer, The Equalizer 3, American Gangster, Deja Vu, Inside Man"
The Equalizer 2,"Action, Crime, Thriller","Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean, Bill Pullman, Melissa Leo, Jonathan Scarfe, Sakina Jaffrey, Kazy Tauginas, Garrett Golden, Adam Karst, Alican Barlas, Rhys Olivia Cote, Tamara Hickey, Ken Baltin, Colin Allen, Antoine de Lartigue, Abigail Marlowe","The Equalizer, Safe House, The Book of Eli, The Equalizer 3, Man on Fire, 2 Guns, The Magnificent Seven, Flight, The Taking of Pelham 123, Training Day, Deja Vu, The Equalizer"
The Taking of Pelham 123,"Action, Crime, Thriller","Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramón Rodríguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe, Katherine Sigismund, Jake Siciliano, Jason Butler Harner, Gary Basaraba, Tonye Patano, Aunjanue Ellis","Deja Vu, Unstoppable, Safe House, Man on Fire, The Book of Eli, The Bone Collector, 2 Guns, The Taking of Pelham One Two Three, Flight, Inside Man, The Equalizer, The Equalizer 2"
Deja Vu,"Action, Crime, Sci-Fi","Denzel Washington, Paula Patton, Jim Caviezel, Val Kilmer, Adam Goldberg, Elden Henson, Erika Alexander, Bruce Greenwood, Rich Hutchman, Matt Craven, Donna W. Scott, Elle Fanning, Brian Howe, Enrique Castillo, Mark Phinney, Shondrella Avery, John McConnell, Dane Rhodes","The Taking of Pelham 123, Man on Fire, The Book of Eli, Unstoppable, Safe House, Inside Man, The Bone Collector, The Equalizer, 2 Guns, Training Day, John Q, Flight"
The Book of Eli,"Action, Adventure, Drama","Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman, Jennifer Beals, Evan Jones, Joe Pingue, Frances de la Tour, Michael Gambon, Tom Waits, Chris Browning, Richard Cetrone, Lateef Crowder, Keith Splinter Davis, Don Thai Theerathada, Thom Khoury Williams, Lora Martinez-Cunningham, Scott Wilder","The Equalizer, Deja Vu, Training Day, Man on Fire, The Taking of Pelham 123, Safe House, The Equalizer 2, Flight, 2 Guns, American Gangster, Inside Man, The Magnificent Seven"
Man on Fire,"Action, Crime, Drama","Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell, Marc Anthony, Giancarlo Giannini, Mickey Rourke, Rachel Ticotin, Roberto Sosa, Jesús Ochoa, Gero Camilo, Mario Zaragoza, Charles Paraventi, Carmen Salinas, Esteban De La Trinidad, Angelina Peláez, Norma Pablo, Rosa María Hernández","Deja Vu, The Equalizer, Training Day, American Gangster, The Book of Eli, Inside Man, The Taking of Pelham 123, Safe House, Flight, The Equalizer 2, 2 Guns, Unstoppable"
Four Brothers,"Action, Crime, Drama","Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund, Terrence Howard, Josh Charles, Sofía Vergara, Fionnula Flanagan, Chiwetel Ejiofor, Taraji P. Henson, Barry Shabaka Henley, Jernard Burks, Kenneth Welsh, Tony Nappo, Shawn Singleton, Reiya Downs, Riele Downs, Lyriq Bent","Shooter, 2 Guns, Law Abiding Citizen, The Italian Job, Pain & Gain, Five Brothers, Contraband, Safe House, Lone Survivor, The Taking of Pelham 123, The Book of Eli, Three Kings"
Unstoppable,"Action, Thriller","Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee, Kevin Dunn, Kevin Corrigan, Kevin Chapman, Lew Temple, T.J. Miller, Jessy Schram, David Warshofsky, Andy Umberger, Elizabeth Mathis, Meagan Tandy, Dylan Bruce, Jeff Hochendoner, Ryan Ahern, Christopher Lee Philips","The Taking of Pelham 123, Deja Vu, Safe House, Man on Fire, 2 Guns, The Book of Eli, The Bone Collector, John Q, The Equalizer, Inside Man, Flight, The Equalizer 2"
Shooter,"Action, Drama, Thriller","Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover, Kate Mara, Elias Koteas, Jonathan Walker, Louis Ferreira, Tate Donovan, Rade Serbedzija, A.C. Peterson, Ned Beatty, Lane Garrison, Zak Santiago, Michael-Ann Connor, Shawn Reis, Brian Markinson, Michael St. John Smith","Lone Survivor, The Italian Job, Olympus Has Fallen, Four Brothers, American Sniper, Taken, Shooter, The Equalizer, The Town, Black Hawk Down, White House Down, Law Abiding Citizen"
Inside Man,"Crime, Drama, Mystery","Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer, Willem Dafoe, Chiwetel Ejiofor, Carlos Andrés Gómez, Kim Director, James Ransone, Bernie Rachelle, Peter Gerety, Victor Colicchio, Cassandra Freeman, Peter Frechette, Gerry Vichi, Waris Ahluwalia, Rafael Osorio, Rodney 'Bear' Jackson","Man on Fire, Deja Vu, American Gangster, Training Day, Safe House, The Equalizer, The Book of Eli, Flight, The Town, The Taking of Pelham 123, The Bone Collector, Inside Man"
Flight,"Drama, Thriller","Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman, Carter Cabassa, Adam C. Edwards, Tamara Tunie, Brian Geraghty, Kelly Reilly, Conor O'Neill, Charlie E. Schmidt, Will Sherrod, Boni Yanagisawa, Adam Tomei, Dane Davenport, John Crow, Bruce Greenwood, E. Roger Mitchell","Training Day, Sully, Man on Fire, The Equalizer, The Book of Eli, American Gangster, The Taking of Pelham 123, Captain Phillips, Inside Man, Safe House, The Equalizer 2, Deja Vu"
Training Day,"Action, Crime, Drama","Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Charlotte Ayanna, Eva Mendes, Nick Chinlund, Jaime Gomez, Raymond Cruz, Noel Gugliemi, Samantha Esteban, Richard Browner","American Gangster, Man on Fire, The Book of Eli, The Equalizer, Flight, Inside Man, Deja Vu, The Town, Training Day, End of Watch, The Equalizer 2, The Taking of Pelham 123"
The Magnificent Seven,"Action, Adventure, Western","Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio, Lee Byung-hun, Manuel Garcia-Rulfo, Martin Sensmeier, Haley Bennett, Peter Sarsgaard, Luke Grimes, Matt Bomer, Jonathan Joss, Cam Gigandet, Emil Beheshti, Mark Ashworth, Billy Slaughter, Dodge Prince, Matthew Posey","The Equalizer, The Equalizer 2, The Book of Eli, 2 Guns, Safe House, The Magnificent Seven, Man on Fire, The Taking of Pelham 123, Training Day, Shooter, Deja Vu, Unstoppable"
The Italian Job,"Action, Crime, Thriller","Donald Sutherland, Mark Wahlberg, Edward Norton, Charlize Theron, Jason Statham, Seth Green, Yasiin Bey, Fausto Callegarini, Stefano Petronelli, Fabio Scarpa, Cristiano Bonora, Tiberio Greco, Jimmy Shubert, Tammi Cubilette, Mary Portser, Shawn Fanning, Christopher Moore Jr., Terrelle Jones","Ocean's Thirteen, Ocean's Twelve, The Transporter, Ocean's Eleven, Shooter, The Bourne Supremacy, Taken, The Bourne Identity, The Bourne Ultimatum, Mr. & Mrs. Smith, The Italian Job, Salt"
Olympus Has Fallen,"Action, Thriller","Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett, Finley Jacobsen, Dylan McDermott, Rick Yune, Melissa Leo, Radha Mitchell, Cole Hauser, Phil Austin, James Ingersoll, Freddy Bosche, Lance Broadway, Sean O'Bryan, Keong Sim, Kevin Moon, Malana Lea","London Has Fallen, Angel Has Fallen, White House Down, Taken 2, Taken, Taken 3, Shooter, Law Abiding Citizen, The Expendables, RED, Non-Stop, The Italian Job"
Taken,"Action, Crime, Thriller","Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser, Jon Gries, David Warshofsky, Holly Valance, Katie Cassidy, Xander Berkeley, Olivier Rabourdin, Gérard Watkins, Marc Amyot, Arben Bajraktaraj, Radivoje Bukvic, Mathieu Busson, Michel Flash, Nicolas Giraud, Rubens Hyka","Taken 2, Taken 3, Non-Stop, Olympus Has Fallen, The Bourne Ultimatum, The Bourne Identity, The Bourne Supremacy, The Transporter, The Italian Job, Taken, Unknown, Shooter"
Shooter,"Action, Drama","Ryan Phillippe, Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps, Lexy Kolker, Jesse Bradford, Matt Shallenberger, Delaina Hlavin, Eddie McClintock, Gerald McRaney, Josh Stewart, David Marciano, David Andrews, John Marshall Jones, Gina Gallego, Felisha Terrell, Derek Phillips, Tom Sizemore","Designated Survivor, Shooter, Jack Ryan, Blindspot, Bodyguard, The Last Ship, 24, Limitless, Prison Break, Six, Shooter, Arrow"
The Town,"Crime, Drama, Thriller","Ben Affleck, Rebecca Hall, Jon Hamm, Jeremy Renner, Blake Lively, George Carroll, Owen Burke, Titus Welliver, Pete Postlethwaite, Chris Cooper, Dennis McLaughlin, Corena Chase, Brian Scannell, Kerri Dunbar, Tony V., Isaac Bordoy, Michael Yebba, Daniel Woods","End of Watch, Argo, Training Day, Gone Baby Gone, Inside Man, American Gangster, The Hurt Locker, The Equalizer, Shooter, Lone Survivor, Mystic River, American Sniper"
White House Down,"Action, Drama, Thriller","Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke, Richard Jenkins, Joey King, James Woods, Nicolas Wright, Jimmi Simpson, Michael Murphy, Rachelle Lefevre, Lance Reddick, Matt Craven, Jake Weber, Peter Jacobson, Barbara Williams, Kevin Rankin, Garcelle Beauvais","Olympus Has Fallen, London Has Fallen, Angel Has Fallen, Taken 2, Taken 3, Taken, Non-Stop, Shooter, San Andreas, Stonewall, Law Abiding Citizen, The Expendables"
Law Abiding Citizen,"Action, Crime, Drama","Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney, Bruce McGill, Michael Irby, Gregory Itzin, Regina Hall, Emerald-Angel Young, Christian Stolte, Annie Corley, Richard Portnow, Viola Davis, Michael Kelly, Josh Stewart, Roger Bart, Dan Bittner, Evan Hart","Olympus Has Fallen, Taken, Shooter, Four Brothers, Man on Fire, Inside Man, The Equalizer, Den of Thieves, The Town, The Book of Eli, 2 Guns, Safe House"
London Has Fallen,"Action, Thriller","Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett, Alon Aboutboul, Waleed Zuaiter, Adel Bencherif, Mehdi Dehbi, Shivaani Ghai, Martin Petrushev, Owen Davis, Michael Wildman, Radha Mitchell, Lucy Newman-Williams, Julian Kostov, Stacy Shane, Penny Downie, Guy Williams","Olympus Has Fallen, Angel Has Fallen, White House Down, Taken 2, Taken 3, Hunter Killer, Taken, Law Abiding Citizen, Den of Thieves, Geostorm, San Andreas, The Expendables"
Angel Has Fallen,"Action, Thriller","Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Williams, Piper Perabo, Harry Ditson, Linda John-Pierre, Lance Reddick, Ori Pfeffer, Morgan Freeman, Jasmine Hyde, Ian Porter, Laurel Lefkow, Michael Landes, Mark Arnold, Kerry Shale, Tim Blake Nelson, John Strong","London Has Fallen, Olympus Has Fallen, White House Down, Taken 3, Taken 2, Hunter Killer, Law Abiding Citizen, Greenland, Taken, Night Has Fallen, Den of Thieves, Non-Stop"
Taken 2,"Action, Crime, Thriller","Liam Neeson, Famke Janssen, Maggie Grace, Leland Orser, Jon Gries, D.B. Sweeney, Luke Grimes, Rade Serbedzija, Kevork Malikyan, Alain Figlarz, Frank Alvarez, Murat Tuncelli, Ali Yildirim, Ergun Kuyucu, Cengiz Bozkurt, Hakan Karahan, Saruhan Sari, Naci Adigüzel","Taken 3, Taken, Non-Stop, Olympus Has Fallen, Unknown, The Transporter, White House Down, Transporter 2, The A-Team, Transporter 3, The Expendables, The Grey"
Taken 3,"Action, Crime, Thriller","Liam Neeson, Forest Whitaker, Maggie Grace, Famke Janssen, Dougray Scott, Sam Spruell, Don Harvey, Dylan Bruno, Leland Orser, David Warshofsky, Jon Gries, Jonny Weston, Andrew Borba, Judi Beecher, Andrew Howard, Cedric Cirotteau, Catherine Dyer, Jimmy Palumbo","Taken 2, Taken, Non-Stop, Unknown, Olympus Has Fallen, White House Down, The Transporter, Transporter 2, Transporter 3, Taken, Angel Has Fallen, The A-Team"
Non-Stop,"Action, Mystery, Thriller","Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery, Nate Parker, Corey Stoll, Lupita Nyong'o, Omar Metwally, Jason Butler Harner, Linus Roache, Shea Whigham, Anson Mount, Quinn McColgan, Corey Hawkins, Frank Deal, Bar Paly, Edoardo Costa, Jon Abrahams","Unknown, The Commuter, Taken 2, Run All Night, Taken 3, Taken, The Grey, White House Down, Olympus Has Fallen, A Walk Among the Tombstones, Escape Plan, The A-Team"
Stonewall,"Drama, History","Jeremy Irvine, Jonny Beauchamp, Joey King, Caleb Landry Jones, Matt Craven, David Cubitt, Vlad Alexis, Ben Sullivan, Andrea Frankle, Patrick Garrow, Alexandre Nachi, Karl Glusman, Otoja Abit, Jonathan Rhys Meyers, Ron Perlman, Larry Day, Nastassia Markiewicz, Rohan Mead","Stonewall, The Children of Huang Shi, Holy Lands, The Emperor's Wife, Going Down in LA-LA Land, Where the Bears Are, Les Crevettes Pailletées, Maya Lord, Das Arche Noah Prinzip, Moon 44, Anonymous, I Am Syd Stone"
